0xADF95DF6, blackops4menu
0x75D24867, scale
0x7FA92B1D, earthquake
0xA0C3CC68, 19f5c15f-9240-4f55-b125-0bf15ccbac60
0x3D8415A, f7a8f43c-2334-4a1f-9647-95e2c9344bc2
0x53FBA11B, fb2ef3c3-1791-45ec-90f3-31050eef4d29
0x829E83D5, 117c8fbb-b3f0-48c4-8d0b-75dcb7b88215
0x9239D8F2, 8f25ffa7-28f1-4873-b240-ca80c08c879f
0x6D4DFE33, 3bb75b20-5450-4c91-aa29-c70ecd75ab08
0x50F9F65D, 239d6881-0cd0-41f3-8130-ca6fd8ea8907
0xF5E2AECB, 79037156-676a-4af0-bd71-52187ed26902
0x2A8EA336, dicegame
0xAAA058A0, rollsuccessful
0xB7AAE9, functionname
0xF22DCC6D, rollindex
0xB3E2796, dicefunctions
0x612E4664, dodamage
0xE29841C8, usedfunctions
0x9599DE5F, 4988d2ee-e50c-410a-9e94-d9ff6fc52625
0x57F6D0D8, forceslick
0x4BC6C575, playerweapon
0xF8F78A5F, takeweapon
0x453CB5FD, b
0x59691B68, target
0x611602D4, allowsprint
0x25F216AB, killserver
0xBB1F20EB, 07eac5ca-e9ae-434d-981e-73e26454af11
0x10B3E14D, 0776ef03-8a7d-4086-9807-02538b7a7e9d
0xF364370F, 9b3b0ef3-711d-49c4-91dd-f7294e242339
0xD7E7F555, 84d99af4-0d6a-4d22-b491-5b4c3fd78d4a
0x5F993EB, 74ccef62-a7ab-417a-9446-3af7991e52de
0xB439DA2, 7875b362-1c59-4a56-8535-924fef3d9540
0xAD352768, aad7e3c3-aaae-4b08-bfa6-057283aea914
0x67F6FEB6, 16b51546-a8db-480f-b592-8ff0107c59bc
0xCFB7D0AA, 6f0a4fe3-cb8e-458a-909b-ee21f865bc7e
0x30FB55B3, 49c77646-95d4-42be-96c9-d2131d14df80
0xAF6F1566, 8fbfe253-a973-431d-8889-40c494cc21f1
0xDA5A6B07, c0ccd1c4-c366-42bb-90a2-500215ac16ca
0xC72DEA74, unsetperk
0x863A4624, 35898bbc-b078-4c82-9400-bc31fbf5b30c
0xA05774A1, edc7f0a9-00a8-4b59-bf90-990ac9962b4a
0x9DF8139D, 1c5d5858-0ce9-46ff-afbc-53c63c3c6dfb
0x475218E9, b94e8de9-44d8-4b06-8492-20087b3e687b
0xB7B93C91, setmatchflag
0x1B1E9A69, closeingamemenu
0x5F0E50DF, bottom
0x21A66BE0, size
0xA4F19ED3, displaytext
0x8CC2E5EA, visibleparts
0xC61F7088, totalparts
0xD4A2FD31, textarray
0x19109A19, speed
0xC65171E2, yend
0x1275D372, xend
0xC2D81E0D, ystart
0xBDB1F10D, xstart
0xCC3ED88, x1
0x9D22066A, y1
0xDF1E923E, x2
0x1D1E8661, y2
0xC861D62E, sizestart
0xBE86622D, sizeend
0xA6BB410F, steps
0x2F9B4E28, time
0xD547BEB0, formattedpoints
0x10568A49, uniquehudname
0x6349ED73, ybase
0xDA0E4DFE, xbase
0x82F5D82D, shieldhudelemsetscale
0xFD710582, shieldremovehudelem
0x24F00E3C, location
0x4F47B31F, 27b46276-c942-4773-96c5-3c47bd8fbf1f
0x4E0B5E8C, 10f5346b-d49e-41be-a1c7-38277ea9920a
0x3B5C5372, b4d14362-12d6-4574-82f3-d2355ecff252
0x62DBC35A, e5f54022-4c13-4e9e-a3a0-cfc01da82670
0xD2670DB3, loc
0xD40A85DB, locations
0xBB54209, switch
0x3980C36E, savelocation
0xB580D605, savelocationangle
0x14F484B7, savelocationtoggle
0x238A14E3, saveloctog
0xD6F9F80C, vehicles
0x76A4E8F5, vehicleitem
0x424155E0, ebfd4bd6-7de5-4458-bf96-4606c21ea8fd
0xB3541580, a8e2fe5c-5fd1-4a64-a9cf-2ab2d73f6162
0xF20A5CDF, 7ded2ff7-a899-4db8-8ef5-88665e9beb4b
0x230D9FAA, 54ff54cf-6136-4662-b816-ecadc3b11bfe
0xB335A05F, vehicle
0xF5F6EB75, assetloaded
0xFE65763E, isassetloaded
0x83F9374C, spawnvehicle
0xAA8CD46E, makeusable
0x1F37CAE5, isairborne
0x63514B7F, setrotorspeed
0xD7ED581B, ammotype
0xEEB63359, getplayercamerapos
0xCA1F020F, score
0x370CEB28, 6fde5cee-7506-4593-9f61-18e98c15cb96
0xA3CD0094, 8d511597-178a-4bbc-b44f-cd4409f7db21
0x29AF6DC0, 96ee4632-709b-4fc5-ad5e-96ecbb663912
0xCF81D659, 1f0a6c8c-6949-4d10-a4bc-17fec90631e0
0xD63BD11A, closestzombie
0x4A099A64, aimbot
0x5FD4CD7C, get_all_closest
0x263C04C7, zombie_team
0x16E7A6D7, isfiring
0x66AE57A7, ismeleeing
0x6F2163CF, world
0xFBC6189A, roundnumber
0xFC6CDEB, getaispeciesarray
0xBAB9C971, ignoreme
0x6C50EEC4, f3088be3-c6ed-4e92-bc17-04dccaf9d041
0xCFBDCFFB, a4690669-a4e7-49f3-925c-ed718bb421a3
0x181253A, d7546463-0d47-4898-b9b9-b9eb85921749
0xB49DC6FE, 67e0c6fc-33bf-4ad9-b2e6-50606c14818e
0x9BEFE067, zombietype
0x84F29E2, zombieai
0xB27508CE, zombietypes
0xAA1CF852, f307980e-c4f7-437d-a6ec-5ca093fc5f7c
0x94C0934E, 4e0c9c6a-ddfd-4de6-8511-8dd27ba23e9f
0x4BBC632, 0d206018-3443-4b64-affc-5be3223b52a7
0x766606C4, 3db7606c-a4f4-4299-8cb8-54bb1231e219
0x6CE0DC7C, random
0x651F7A7F, eyecolors
0x5EAD9661, d64bc131-1780-4dba-be46-d36716f8c56d
0x9003AE70, e76789ab-efff-4713-87cd-543e2c423fac
0x9E18FB1E, f1d8c874-0330-47c5-b979-ed04bbfccace
0xD6FB174F, 7093b410-77ed-410a-a43c-277e98d0ab39
0xFBBAB76D, zombie_debris
0x13DC2EDC, zombie_airlock_doors
0x73CFDB84, zombie_doors
0x71CA80D1, 13ed5043-39ef-4151-9865-e616e4b952bd
0xBD111CCD, 3aaa4503-3ce4-48c6-8d63-1ef8d99c11f6
0xEE489E45, a8125b4e-f20f-4ac4-9cbf-765cd6997c0c
0x55973EF5, 60804462-292d-4328-98fd-001a8c0c3e26
0xAED02A3, trig
0x21B4ED6, power_trigs
0x3DEFE655, flag
0xD279413D, getentarray
0xD6327B8E, script_int
0x73D04234, getplayers
0x2A280B66, has_been_opened
0x434B62CD, activator
0xC1301346, power_door_ignore_flag_wait
0x9BD81F0, e8c50fe3-7f01-46be-8d2a-dfe7b769219e
0x9E9AF1F7, c2888dfd-47a0-4db7-a8ac-996db57425fb
0x5BFBF5E0, afdd5df9-d4fc-49aa-8b6f-72c335055fe9
0x88143A48, 9bcc755d-f6e8-44cc-b278-f654aec47b13
0xBA4A38B3, forceteleport
0x95FD802C, 6528208f-9ae4-4bd1-aac2-4c0e4bbba2d1
0x83B47481, b9b16119-197f-46bc-8f05-ef18d603d805
0x55356A9A, 5742db3b-cb93-4549-bd14-b3027753e5e5
0x4170CEA6, 918c41be-a5b1-477c-adb8-72955aae2704
0x7E659BD, chest
0x6808430A, 67245932-6e37-4995-a15e-e7f8f7fdbf46
0xA0AD5913, bc8520d6-f54c-4b0f-89d6-ebb2b33260db
0x145F8E5D, 70175d94-dd9d-48c9-862e-dd7fbff4a681
0xE9B3E66F, ecb1c0e9-08c1-44fb-ae42-3427f5f42396
0xE0FA0F9D, freebox
0x3F5EEA7D, chests
0x91C7EFCA, zombie_cost
0x4FEE8F74, freezebox
0x80ADE7B5, chest_index
0x6360E4B4, no_fly_away
